仓库,货主,商家编码,货品编号,货品名称,货品简称,规格码,规格名称,分类名称,条形码,基本单位,托规,箱规,价格,毛重（kg）,品牌,生产日期,临期天数,保质期,货区,货区名称,货区类型,货位,货位冻结,热卖货区,有效期,距离到期天数,距离临期天数,批次,是否正品,库存,可发库存,可发库存箱数,库存箱数,货品英文名称,自定义属性2,自定义属性3,自定义属性4,自定义属性5,自定义属性6,货位异常原因,体积（cm³）
主仓库,EA,8802026061801,8802026061801,(赠品) THEPURELOTUS 济州植物水润防晒霜 (2ml),(증정) 더퓨어로터스 제주보태니컬 하이드로부스트 선스크린 (2ml),,2ml,美妆个护,8802026061801,ea,无,1/箱,无权限,0.003,THEPURELOTUS,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-19-01,否,普通区,2029-04-01 00:00:00,1004,0,,正品,278,278,278箱,278箱,(Gift) THEPURELOTUS Jeju Botanical Hydro Boost Sunscreen (2ml),,판매중,증정,,,,11
主仓库,EA,8809659234079,8809659234079,WholeBerry 有机纯柠檬汁 (25g*14ea),홀베리 유기농 레몬즙 (25g*14ea),,25g*14ea,食品,8809659234079,ea,无,20/箱,无权限,0.405,WholeBerry,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-13-01,否,普通区,2028-05-20 00:00:00,688,0,,正品,100,100,5箱,5箱,WholeBerry NFC Organic Lemon (25g*14ea),,판매중,본품,,,,728
主仓库,EA,8809663539696,8809663539696,WholeBerry 有机初榨橄榄油 (10ml*14ea),홀베리 엑스트라버진 유기농 올리브유 (10ml*14ea),,10ml*14ea,食品,8809663539696,ea,无,15/箱,无权限,0.16,WholeBerry,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-12-03,否,普通区,2028-04-23 00:00:00,661,0,,正品,90,90,6箱,6箱,WholeBerry Extra Virgin Organic Olive Oil (10ml*14ea),,판매중,본품,,,,448
主仓库,EA,8809328320287,8809328320287,KOCOSTAR 芬芳补水足膜(#紫色) (16ml*1ea),코코스타 집중보습 풋 모이스쳐 팩(#퍼플) (16ml*1ea),,16ml*1ea,美妆个护,8809328320287,ea,无,1/箱,无权限,0.027,KOCOSTAR,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-01-01,否,普通区,2029-05-18 00:00:00,1051,0,,正品,379,379,379箱,379箱,KOCOSTAR Foot Moisture Pack(#Purple) (16ml*1ea),,판매중,본품,,,,21
主仓库,EA,8809328320270,8809328320270,KOCOSTAR 柔嫩细滑足膜(#黄色) (16ml*1ea),코코스타 각질보습 풋 모이스쳐 팩(#옐로우) (16ml*1ea),,1ea,美妆个护,8809328320270,ea,无,1/箱,无权限,0.027,KOCOSTAR,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A02-02-03,否,普通区,2029-04-06 00:00:00,1009,0,,正品,400,400,400箱,400箱,KOCOSTAR Foot Moisture Pack(#Yellow) (16ml*1ea),,판매중,본품,,,,21
主仓库,BOX,8809073737439,8809073737439,Meal It 蛋白质奶昔口袋装(#巧克力味) (40g),밀잇 단백질 쉐이크 포켓형(#초콜릿맛) (40g),,40g,食品,8809073737439,ea,无,40/箱,无权限,0.055,Meal It,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2027-09-29 00:00:00,454,0,,正品,40,40,1箱,1箱,Meal It Diet Protein Shake(#Choco Flavor) (40g),,판매중,본품,,,,798
主仓库,BOX,8809073737453,8809073737453,Meal It 蛋白质奶昔口袋装(#咖啡味) (40g),밀잇 단백질 쉐이크 포켓형(#커피맛) (40g),,40g,食品,8809073737453,ea,无,40/箱,无权限,0.055,Meal It,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2027-10-03 00:00:00,458,0,,正品,40,40,1箱,1箱,Meal It Diet Protein Shake(#Coffee Flavor) (40g),,판매중,본품,,,,798
主仓库,BOX,8809073737699,8809073737699,Meal It 蛋白质奶昔口袋装(#抹茶巧克力饼干味) (40g),밀잇 단백질 쉐이크 포켓형(#말차초코쿠키맛) (40g),,40g,食品,8809073737699,ea,无,40/箱,无权限,0.055,Meal It,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2027-10-14 00:00:00,469,0,,正品,40,40,1箱,1箱,Meal It Diet Protein Shake Matcha Choco Cookie Flavor (40g),,판매중,본품,,,,741
主仓库,BOX,8809073737880,8809073737880,Meal It 蛋白质奶昔口袋装(#黑芝麻味) (40g),밀잇 단백질 쉐이크 포켓형(#흑임자맛) (40g),,40g,美妆个护,8809073737880,ea,无,40/箱,无权限,0.055,Meal It,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2027-12-04 00:00:00,520,0,,正品,40,40,1箱,1箱,Meal It Diet Protein Shake(#Black Sesame Flavor) (40g),,판매중,본품,,,,507
主仓库,BOX,8809073738085,8809073738085,Meal It 蛋白质奶昔口袋装(#草莓味) (40g),밀잇 단백질 쉐이크 포켓형(#딸기맛) (40g),,40g,美妆个护,8809073738085,ea,无,40/箱,无权限,0.055,Meal It,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2027-11-19 00:00:00,505,0,,正品,40,40,1箱,1箱,Meal It Diet Protein Shake(#Strawberry Flavor) (40g),,판매중,본품,,,,741
主仓库,BOX,8800335541528,8800335541528,Pleuvoir 织物喷雾(#Sunday Powder) (170ml),플르부아 린넨스프레이(#선데이 파우더) (170ml),,170ml,美妆个护,8800335541528,ea,无,30/箱,无权限,0.236,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-16-02,否,普通区,2029-06-01 00:00:00,1065,0,,正品,510,510,17箱,17箱,Pleuvoir Linen Refresher(#Sunday Powder) (170ml),,판매중,본품,,,,598
主仓库,BOX,8800335541559,8800335541559,Pleuvoir 织物喷雾(#Slow Night) (170ml),플르부아 린넨스프레이(#슬로우 나이트) (170ml),,170ml,美妆个护,8800335541559,ea,无,30/箱,无权限,0.236,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-16-02,否,普通区,2029-06-01 00:00:00,1065,0,,正品,300,300,10箱,10箱,Pleuvoir Linen Refresher(#Slow Night) (170ml),,판매중,본품,,,,598
主仓库,EA,8800335541528,8800335541528,Pleuvoir 织物喷雾(#Sunday Powder) (170ml),플르부아 린넨스프레이(#선데이 파우더) (170ml),,170ml,美妆个护,8800335541528,ea,无,30/箱,无权限,0.236,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-32-02,否,普通区,2029-06-01 00:00:00,1065,0,,正品,90,90,3箱,3箱,Pleuvoir Linen Refresher(#Sunday Powder) (170ml),,판매중,본품,,,,598
主仓库,EA,8800335541559,8800335541559,Pleuvoir 织物喷雾(#Slow Night) (170ml),플르부아 린넨스프레이(#슬로우 나이트) (170ml),,170ml,美妆个护,8800335541559,ea,无,30/箱,无权限,0.236,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-32-02,否,普通区,2029-06-01 00:00:00,1065,0,,正品,51,51,1箱21ea,1箱21ea,Pleuvoir Linen Refresher(#Slow Night) (170ml),,판매중,본품,,,,598
主仓库,EA,8800335541535,8800335541535,Pleuvoir 织物喷雾(#Rose Wood) (170ml),플르부아 린넨스프레이(#로즈우드) (170ml),,170ml,美妆个护,8800335541535,ea,无,30/箱,无权限,0.236,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-30-03,否,普通区,2029-04-30 00:00:00,1033,0,,正品,59,59,1箱29ea,1箱29ea,Pleuvoir Linen Refresher(#Rose Wood) (170ml),,판매중,본품,,,,598
主仓库,BOX,8809681246002,8809681246002,(赠品) Pleuvoir 身体乳(#Floral Musk) (40ml),(증정) 플르부아 바디로션(#플로럴머스크) (40ml),,40ml,美妆个护,8809681246002,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-07-02,否,普通区,2028-12-03 00:00:00,885,0,,正品,1200,1200,10箱,10箱,(Gift) Pleuvoir Body Lotion(#Floral Musk) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681243964,8809681243964,(赠品) Pleuvoir 香水(#Floral Musk) (2ml),(증정) 플르부아 향수(#플로럴머스크) (2ml),,2ml,美妆个护,8809681243964,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2028-06-25 00:00:00,724,0,,正品,396,396,3箱,3箱,(Gift) Pleuvoir Eau de Parfum(#Floral Musk) (2ml),,,,,,,26
主仓库,BOX,8809681243971,8809681243971,(赠品) Pleuvoir 香水(#Morning Soil) (2ml),(증정) 플르부아 향수(#모닝소일) (2ml),,2ml,美妆个护,8809681243971,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2027-03-05 00:00:00,246,0,,正品,528,528,4箱,4箱,(Gift) Pleuvoir Eau de Parfum(#Morning Soil) (2ml),,,,,,,26
主仓库,BOX,8809681243971,8809681243971,(赠品) Pleuvoir 香水(#Morning Soil) (2ml),(증정) 플르부아 향수(#모닝소일) (2ml),,2ml,美妆个护,8809681243971,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2027-06-30 00:00:00,363,0,,正品,132,132,1箱,1箱,(Gift) Pleuvoir Eau de Parfum(#Morning Soil) (2ml),,,,,,,26
主仓库,BOX,8809681243971,8809681243971,(赠品) Pleuvoir 香水(#Morning Soil) (2ml),(증정) 플르부아 향수(#모닝소일) (2ml),,2ml,美妆个护,8809681243971,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2028-03-05 00:00:00,612,0,,正品,132,132,1箱,1箱,(Gift) Pleuvoir Eau de Parfum(#Morning Soil) (2ml),,,,,,,26
主仓库,BOX,8809681243988,8809681243988,(赠品) Pleuvoir 香水(#Hinoki Leather) (2ml),(증정) 플르부아 향수(#히노키레더) (2ml),,2ml,美妆个护,8809681243988,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2027-10-29 00:00:00,484,0,,正品,660,660,5箱,5箱,(Gift) Pleuvoir Eau de Parfum(#Hinoki Leather) (2ml),,,,,,,26
主仓库,BOX,8809681243988,8809681243988,(赠品) Pleuvoir 香水(#Hinoki Leather) (2ml),(증정) 플르부아 향수(#히노키레더) (2ml),,2ml,美妆个护,8809681243988,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2028-03-05 00:00:00,612,0,,正品,132,132,1箱,1箱,(Gift) Pleuvoir Eau de Parfum(#Hinoki Leather) (2ml),,,,,,,26
主仓库,BOX,8809681244275,8809681244275,(赠品) Pleuvoir 香水(#Rose Wood) (2ml),(증정) 플르부아 향수(#로즈우드) (2ml),,2ml,美妆个护,8809681244275,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2027-03-14 00:00:00,255,0,,正品,264,264,2箱,2箱,(Gift) Pleuvoir Eau de Parfum(#Rose Wood) (2ml),,,,,,,26
主仓库,BOX,8809681247290,8809681247290,(赠品) Pleuvoir 香水(#Take Me Home) (2ml),(증정) 플르부아 향수(#테이크 미 홈) (2ml),,2ml,美妆个护,8809681247290,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-03,否,普通区,2028-01-16 00:00:00,563,0,,正品,528,528,4箱,4箱,(Gift) Pleuvoir Eau de Parfum(#Take Me Home) (2ml),,판매중,증정,,,,25
主仓库,BOX,8809681247245,8809681247245,Pleuvoir 香水(#Burning It All) (50ml),플르부아 오 드 퍼퓸(#버닝 잇 올) (50ml),,50ml,美妆个护,8809681247245,ea,无,24/箱,无权限,0.246,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-02,否,普通区,2028-01-16 00:00:00,563,0,,正品,216,216,9箱,9箱,Pleuvoir Eau de Parfum(#Burning It All) (50ml),,판매중,본품,,,,914
主仓库,BOX,8809681247245,8809681247245,Pleuvoir 香水(#Burning It All) (50ml),플르부아 오 드 퍼퓸(#버닝 잇 올) (50ml),,50ml,美妆个护,8809681247245,ea,无,24/箱,无权限,0.246,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-07-02,否,普通区,2028-07-24 00:00:00,753,0,,正品,144,144,6箱,6箱,Pleuvoir Eau de Parfum(#Burning It All) (50ml),,판매중,본품,,,,914
主仓库,BOX,8809846782307,8809846782307,(赠品) YOUSSOFUL 香水(#24 Emporia Cotton) (2ml) (#Ver.2),(증정) 유쏘풀 향수(#24 엠포리아 코튼) (2ml) (#Ver.2),,2ml,美妆个护,8809846782307,ea,无,256/箱,无权限,0.013,YOUSSOFUL,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-11-03,否,普通区,2029-02-26 00:00:00,970,0,,正品,3584,3584,14箱,14箱,(Gift) YOUSSOFUL Extrait de parfum(#24 Emporia Cotton) (2ml) (#Ver.2),,판매중,증정,,,,35
主仓库,BOX,8809681246064,8809681246064,Pleuvoir 香薰(#Almost Naked) (200ml),플르부아 디퓨저(#올모스트 네이키드) (200ml),,200ml,美妆个护,8809681246064,ea,无,27/箱,无权限,0.31,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-12-03,否,普通区,2028-05-01 00:00:00,669,0,,正品,243,243,9箱,9箱,Pleuvoir Diffuser(#Almost Naked) (200ml),,판매중,본품,,,,1085
主仓库,BOX,8809681246064,8809681246064,Pleuvoir 香薰(#Almost Naked) (200ml),플르부아 디퓨저(#올모스트 네이키드) (200ml),,200ml,美妆个护,8809681246064,ea,无,27/箱,无权限,0.31,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-12-03,否,普通区,2028-02-28 00:00:00,606,0,,正品,27,27,1箱,1箱,Pleuvoir Diffuser(#Almost Naked) (200ml),,판매중,본품,,,,1085
主仓库,BOX,8809681246064,8809681246064,Pleuvoir 香薰(#Almost Naked) (200ml),플르부아 디퓨저(#올모스트 네이키드) (200ml),,200ml,美妆个护,8809681246064,ea,无,27/箱,无权限,0.31,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-12-03,否,普通区,2028-05-31 00:00:00,699,0,,正品,27,27,1箱,1箱,Pleuvoir Diffuser(#Almost Naked) (200ml),,판매중,본품,,,,1085
主仓库,BOX,8809681241144,8809681241144,Pleuvoir 身体乳(#Floral Musk) (250ml),플르부아 바디로션(#플로럴머스크) (250ml),,250ml,美妆个护,8809681241144,ea,无,20/箱,无权限,0.31,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-12-02,否,普通区,2029-05-07 00:00:00,1040,0,,正品,1920,1920,96箱,96箱,Pleuvoir Body Lotion(#Floral Musk) (250ml),,,,,,,585
主仓库,BOX,8809681241144,8809681241144,Pleuvoir 身体乳(#Floral Musk) (250ml),플르부아 바디로션(#플로럴머스크) (250ml),,250ml,美妆个护,8809681241144,ea,无,20/箱,无权限,0.31,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-05-01,否,普通区,2029-05-07 00:00:00,1040,0,,正品,480,480,24箱,24箱,Pleuvoir Body Lotion(#Floral Musk) (250ml),,,,,,,585
主仓库,BOX,8809681241151,8809681241151,Pleuvoir 沐浴露(#Floral Musk) (250ml),플르부아 바디클렌저(#플로럴머스크) (250ml),,250ml,美妆个护,8809681241151,ea,无,20/箱,无权限,0.325,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-11-02,否,普通区,2029-05-18 00:00:00,1051,0,,正品,1920,1920,96箱,96箱,Pleuvoir Body Cleanser(#Floral Musk) (250ml),,,,,,,585
主仓库,BOX,8809681241151,8809681241151,Pleuvoir 沐浴露(#Floral Musk) (250ml),플르부아 바디클렌저(#플로럴머스크) (250ml),,250ml,美妆个护,8809681241151,ea,无,20/箱,无权限,0.325,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-11-02,否,普通区,2029-05-17 00:00:00,1050,0,,正品,1920,1920,96箱,96箱,Pleuvoir Body Cleanser(#Floral Musk) (250ml),,,,,,,585
主仓库,BOX,8809681241151,8809681241151,Pleuvoir 沐浴露(#Floral Musk) (250ml),플르부아 바디클렌저(#플로럴머스크) (250ml),,250ml,美妆个护,8809681241151,ea,无,20/箱,无权限,0.325,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-10-02,否,普通区,2029-05-17 00:00:00,1050,0,,正品,1920,1920,96箱,96箱,Pleuvoir Body Cleanser(#Floral Musk) (250ml),,,,,,,585
主仓库,BOX,8809681241151,8809681241151,Pleuvoir 沐浴露(#Floral Musk) (250ml),플르부아 바디클렌저(#플로럴머스크) (250ml),,250ml,美妆个护,8809681241151,ea,无,20/箱,无权限,0.325,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-12-02,否,普通区,2029-05-17 00:00:00,1050,0,,正品,1920,1920,96箱,96箱,Pleuvoir Body Cleanser(#Floral Musk) (250ml),,,,,,,585
主仓库,BOX,8809681241151,8809681241151,Pleuvoir 沐浴露(#Floral Musk) (250ml),플르부아 바디클렌저(#플로럴머스크) (250ml),,250ml,美妆个护,8809681241151,ea,无,20/箱,无权限,0.325,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-05-01,否,普通区,2029-05-18 00:00:00,1051,0,,正品,1440,1440,72箱,72箱,Pleuvoir Body Cleanser(#Floral Musk) (250ml),,,,,,,585
主仓库,EA,8809575822688,8809575822688,LU'PIUM 每日柔和私密洁护洗液 (280ml),루피움 데일리 소프트 인티메이트 워시 (280ml),,280ml,美妆个护,8809575822688,ea,无,30/箱,无权限,0.38,LU'PIUM,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-07-02,否,普通区,2028-10-22 00:00:00,843,0,,正品,52,52,1箱22ea,1箱22ea,LU'PIUM Daily Soft Intimate Wash (280ml),,판매중,본품,,,,2233
主仓库,EA,8809545434569,8809545434569,MAROCELL 今日纤体(#咖啡味) (30ea),마로셀 올데이 슬림컷(#커피) (30ea),,30ea,美妆个护,8809545434569,ea,无,50/箱,无权限,0.16,MAROCELL,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-17-01,否,普通区,2028-01-29 00:00:00,576,0,,正品,150,150,3箱,3箱,MAROCELL All day slim cut(#Coffee) (30ea),,판매중,본품,,,,935
主仓库,EA,8809821730729,8809821730729,BEIGIC 护肤精华 (120ml),베이지크 트리트먼트 에센스 (120ml),,120ml,美妆个护,8809821730729,ea,无,40/箱,无权限,0.339,BEIGIC,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-12-01,否,普通区,2029-05-25 00:00:00,1058,0,,正品,111,111,2箱31ea,2箱31ea,BEIGIC Treatment Essence (120ml),,판매중,본품,,,,400
主仓库,EA,8809648761210,8809648761210,Celluver 护发精油(#1989 Taylor) (100ml),셀러버 아르간 오일 헤어 퍼퓸 에센스(#1989 테일러) (100ml),,100ml,美妆个护,8809648761210,ea,无,45/箱,无权限,0.29,Celluver,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-21-03,否,普通区,2029-03-30 00:00:00,1002,0,,正品,45,45,1箱,1箱,Celluver 护发精油(#1989 Taylor) (100ml),,판매중,본품,,,,326
主仓库,EA,8809399780409,8809399780409,Blanc Nature 皮脂零感气垫粉底(#21N Ivory) (30g),블랑네이처 피지 제로 에어핏 쿠션 기획(#21N 아이보리) (30g),,30g,美妆个护,8809399780409,ea,无,40/箱,无权限,0.135,Blanc Nature,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A02-26-03,否,普通区,2028-06-25 00:00:00,724,0,,正品,117,117,2箱37ea,2箱37ea,Blanc Nature Sebum-Zero Airfit Cushion with Refill(#21N Ivory) (30g),,판매중,본품,,,,468
主仓库,EA,8809399780126,8809399780126,Blanc Nature 痘肌净颜抗痘洗面奶 (150ml),블랑네이처 아크네 클렌징폼 (150ml),,150ml,美妆个护,8809399780126,ea,无,40/箱,无权限,0.19,Blanc Nature,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A02-28-03,否,普通区,2028-11-18 00:00:00,870,0,,正品,1520,1520,38箱,38箱,Blanc Nature Acne Cleansing Foam (150ml),,판매중,본품,,,,548
主仓库,EA,8809397750930,8809397750930,PONGDANG 水润光泽蓝甘菊凝胶爽肤棉片 (140g),퐁당 듀이 글로우 아줄렌 겔 토너 패드 (140g),,140g,美妆个护,8809397750930,ea,无,30/箱,无权限,0.29,PONGDANG,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-20-01,否,普通区,2028-11-09 00:00:00,861,0,,正品,120,120,4箱,4箱,PONGDANG Dewy Glow Azulene Gel Toner Pad (140g),,판매중,본품,,,,589
主仓库,EA,8809672284532,8809672284532,LEADERS 焕彩提亮修护面膜 (25ml*10ea),리더스 멜라톡스 스킨클리닉 마스크 (25ml*10ea),,10ea,美妆个护,8809672284532,ea,无,50/箱,无权限,0.36,LEADERS,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-02-02,否,普通区,2028-12-01 00:00:00,883,0,,正品,50,50,1箱,1箱,LEADERS Mela-Tox Skin Clinic Mask (25ml*10ea),,판매중,본품,,,,765
主仓库,EA,8809397751098,8809397751098,(赠品) PONGDANG 水润光泽蓝甘菊凝胶爽肤棉片 (2ea),(증정) 퐁당 듀이 글로우 아줄렌 겔 토너 패드 (2ea),,2ea,美妆个护,8809397751098,ea,无,400/箱,无权限,0.01,PONGDANG,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-20-01,否,普通区,2029-05-04 00:00:00,1037,0,,正品,140,140,140ea,140ea,(Gift) PONGDANG Dewy Glow Azulene Gel Toner Pad (2ea),,판매중,증정,,,,0
主仓库,EA,8809454982618,8809454982618,THANK YOU FARMER 江华岛乔桐米清透焕亮真实磨砂面膜(100ml),땡큐파머  강화 교동쌀 맑음 더 리얼 스크럽팩 (100ml),,100ml,美妆个护,8809454982618,ea,无,60/箱,无权限,0.184,THANK YOU FARMER,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-20-01,否,普通区,2029-04-02 00:00:00,1005,0,,正品,120,120,2箱,2箱,THANK YOU FARMER Ganghwa Gyodong Rice Clear The Real Scrub Pack (100ml),,판매중,본품,,,,342
主仓库,EA,8809610272515,8809610272515,Dr.Pepti 多肽紧致弹力颈霜 (120ml),닥터펩티 볼륨 넥 크림 (120ml),,120ml,美妆个护,8809610272515,ea,无,50/箱,无权限,0.22,Dr.Pepti,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-09-01,否,普通区,2029-06-08 00:00:00,1072,0,,正品,79,79,1箱29ea,1箱29ea,Dr.Pepti Peptide Volume Neck Cream (120ml),,판매중,본품,,,,669
主仓库,EA,8809610271181,8809610271181,Dr.Pepti 舒缓提拉面膜 (5ea),닥터펩티 수딩 부스트업 마스크팩 (5매),,5매,美妆个护,8809610271181,ea,无,40/箱,无权限,0.025,Dr.Pepti,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-20-01,否,普通区,2029-03-29 00:00:00,1001,0,,正品,160,160,4箱,4箱,Dr.Pepti Soothing Boost-up Mask (5ea),,판매중,본품,,,,310
主仓库,EA,8809975193197,8809975193197,earfit 苹果酱面膜洗面奶 (120ml),얼핏 앰플 잼 팩 클렌저 (120ml),,120ml,美妆个护,8809975193197,ea,无,50/箱,无权限,0.173,earfit,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-01-02,否,普通区,2029-06-21 00:00:00,1085,0,,正品,300,300,6箱,6箱,earfit Ampoule Jam Pack Cleanser (120ml),,판매중,본품,,,,865
主仓库,BOX,8809975193197,8809975193197,earfit 苹果酱面膜洗面奶 (120ml),얼핏 앰플 잼 팩 클렌저 (120ml),,120ml,美妆个护,8809975193197,ea,无,50/箱,无权限,0.173,earfit,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2029-06-21 00:00:00,1085,0,,正品,250,250,5箱,5箱,earfit Ampoule Jam Pack Cleanser (120ml),,판매중,본품,,,,865
主仓库,EA,8809846780440,8809846780440,YOUSSOFUL 香水(#17 Diving cefalu spiaggia) (50ml),유쏘풀 향수(#17 다이빙 체팔루 스피아자) (50ml),,50ml,美妆个护,8809846780440,ea,无,64/箱,无权限,0.182,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-20-01,否,普通区,2029-06-10 00:00:00,1074,0,,正品,16,16,16ea,16ea,YOUSSOFUL Extrait de parfum(#17 Diving Cefalu Spiaggia) (50ml),,,,,,,225
主仓库,EA,8809846780389,8809846780389,YOUSSOFUL 香水(#15 Seychelles) (50ml),유쏘풀 향수(#15 세이셸) (50ml),,50ml,美妆个护,8809846780389,ea,无,64/箱,无权限,0.182,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-18-02,否,普通区,2029-03-10 00:00:00,982,0,,正品,16,16,16ea,16ea,YOUSSOFUL Extrait de parfum(#15 Seychelles) (50ml),,,,,,,225
主仓库,EA,8809846780198,8809846780198,YOUSSOFUL 香水(#07 Saint moritz) (50ml),유쏘풀 향수(#07 세인트 모리츠) (50ml),,50ml,美妆个护,8809846780198,ea,无,64/箱,无权限,0.182,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-16-01,否,普通区,2029-06-10 00:00:00,1074,0,,正品,344,344,5箱24ea,5箱24ea,YOUSSOFUL Extrait de parfum(#07 Saint moritz) (50ml),,,,,,,225
主仓库,EA,8809846780402,8809846780402,YOUSSOFUL 香水(#16 Berry noir) (50ml),유쏘풀 향수(#16 베리 느와르) (50ml),,50ml,美妆个护,8809846780402,ea,无,64/箱,无权限,0.182,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-19-02,否,普通区,2029-05-10 00:00:00,1043,0,,正品,16,16,16ea,16ea,YOUSSOFUL Extrait de parfum(#16 Berry noir) (50ml),,판매중,본품,,,,225
主仓库,BOX,8809678400691,8809678400691,OHIOHOO 美白爽肤水,오하이오후 오마이갓 크림 토너,,200ml,美妆个护,8809678400691,ea,无,40/箱,无权限,0.266,OHIOHOO,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2029-03-12 00:00:00,984,0,,正品,40,40,1箱,1箱,OHIOHOO Oh My God Creamtoner,,,,,,,409
主仓库,BOX,8809678400585,8809678400585,OHIOHOO 拥抱疗愈身体油 (100ml),오하이오후 허그 테라피 바디 오일 (100ml),,100ml,美妆个护,8809678400585,ea,无,40/箱,无权限,0.236,OHIOHOO,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2028-04-26 00:00:00,664,0,,正品,40,40,1箱,1箱,OHIOHOO Hug Therapy Body Oil (100ml),,판매중,본품,,,,338
